xmin,ymin,xmax,ymax,zloc
184,187,234,210,51
223,189,263,211,57
911,178,949,210,35
581,155,635,212,26
240,155,308,356,6
153,154,263,369,6
518,164,529,192,43
650,177,686,206,37
730,186,877,284,12
1136,205,1241,374,1
735,176,785,208,34
813,178,925,233,21
1058,184,1104,221,31
732,160,771,258,14
774,156,815,256,14
879,178,912,240,17
907,169,961,233,18
639,146,702,212,37
113,192,246,248,23
426,188,496,237,23
543,153,603,193,50
95,189,337,275,14
494,181,548,229,23
491,178,529,205,43
586,175,608,196,58
615,161,646,190,76
146,163,233,228,32
195,188,284,229,29
256,178,321,216,43
691,124,823,255,17
558,171,585,195,49
1143,194,1176,217,49
592,172,625,203,39
683,158,749,189,72
364,148,444,209,46
551,176,580,202,42
589,190,626,224,33
325,170,354,263,13
1187,162,1241,305,8
219,182,417,251,17
602,164,709,213,28
909,125,1241,202,30
714,174,734,192,63
371,179,428,208,39
562,178,590,197,57
516,178,549,198,57
1096,175,1241,315,9
0,188,323,374,7
241,185,416,296,12
584,185,617,211,37
599,170,620,198,59
237,179,303,211,34
0,186,85,234,25
87,185,184,225,30
406,186,507,252,18
541,178,568,201,53
587,177,633,224,27
1084,192,1152,270,16
21,200,411,374,6
460,182,517,234,23
621,170,685,231,23
584,172,609,186,74
718,170,738,187,65
827,29,1241,374,4
721,182,923,317,9
694,181,799,259,15
668,177,739,234,21
501,178,556,221,28
648,178,682,208,37
631,158,663,198,55
372,193,496,283,14
211,198,377,294,13
787,181,908,283,11
1124,153,1241,258,12
824,178,957,299,9
181,184,211,276,14
494,186,545,230,28
538,185,564,209,50
551,174,572,199,74
632,181,725,218,33
612,179,677,206,47
448,172,530,246,21
0,57,362,373,3
262,141,506,346,9
767,165,789,221,22
1074,214,1241,374,3
960,163,1080,259,14
772,168,853,218,23
958,166,1002,200,33
868,164,897,190,47
204,179,383,241,18
357,172,469,219,30
465,177,524,200,49
783,169,802,205,33
765,172,781,203,38
757,165,832,230,19
0,188,92,328,7
369,181,510,240,19
979,157,1076,190,35
0,175,256,374,5
144,182,338,374,5
282,194,429,274,16
459,179,499,249,19
471,188,528,220,35
640,180,678,212,37
587,175,613,201,48
346,178,420,224,28
349,170,407,212,38
278,167,465,228,19
909,155,1093,252,13
574,178,632,234,22
833,180,1241,374,6
680,175,746,230,22
658,178,711,220,28
646,178,686,212,34
325,185,374,205,57
401,183,487,248,18
29,177,141,224,28
139,181,221,215,35
218,182,280,211,40
519,179,555,205,40
556,177,573,192,76
578,176,627,224,26
0,181,22,225,22
966,186,1008,244,21
204,192,430,333,10
647,180,726,243,20
469,184,530,227,27
630,183,687,225,27
469,175,541,239,24
540,180,568,207,48
947,191,1241,374,3
0,182,278,374,3
735,153,1029,332,9
165,185,409,367,8
474,181,520,222,35
740,143,963,307,9
455,186,502,262,13
419,188,466,262,13
464,185,495,245,16
331,164,367,266,13
319,164,359,260,13
510,159,543,197,56
827,181,883,202,60
291,177,330,196,56
795,178,811,212,36
33,152,122,259,12
86,156,133,257,13
505,163,665,241,19
1211,193,1223,279,12
946,178,992,206,50
684,177,848,233,20
644,178,714,204,42
0,167,341,302,10
104,183,394,273,12
0,184,197,357,7
418,177,537,214,28
1127,166,1241,249,15
671,170,794,218,27
694,148,710,206,22
268,131,312,251,11
1031,142,1140,369,4
995,125,1162,369,5
916,140,1041,369,5
932,131,1201,369,4
590,141,630,249,12
636,133,674,245,12
569,140,601,229,14
544,139,576,231,14
621,145,660,220,16
445,140,474,234,14
476,148,500,227,15
500,136,529,225,15
533,152,557,226,15
496,179,553,219,28
448,181,504,214,32
74,159,440,374,7
402,186,523,266,15
636,180,681,216,31
547,170,580,198,50
921,148,992,260,12
971,159,1006,242,15
1006,157,1040,241,15
984,191,1026,239,15
0,63,116,289,10
462,172,495,206,60
551,183,568,197,70
481,184,541,227,26
592,174,640,220,26
365,184,443,229,24
748,169,939,259,13
688,173,795,220,24
653,163,740,204,35
648,172,715,199,42
389,174,441,206,41
534,159,564,187,77
422,175,463,201,47
488,176,514,191,70
368,176,401,199,48
125,178,165,203,43
587,183,641,228,24
0,188,213,374,6
128,181,376,325,9
331,182,487,250,16
383,180,503,239,19
431,180,525,220,27
451,155,558,213,29
742,177,772,244,17
914,175,1134,258,16
592,181,626,212,37
0,186,148,302,10
1100,144,1241,263,16
165,173,273,220,26
255,181,324,211,32
387,158,446,201,54
533,171,557,234,20
730,166,747,217,27
749,166,766,215,27
1091,155,1139,271,11
1071,163,1107,263,11
582,173,609,199,46
524,174,561,208,37
426,181,463,205,47
588,175,615,201,47
172,194,317,263,18
414,184,460,212,39
1102,146,1241,327,7
0,195,85,251,18
308,184,365,212,41
380,184,418,203,54
0,187,425,374,6
432,183,536,260,17
558,183,588,207,46
935,170,1241,374,3
0,199,313,359,9
760,175,1013,317,9
399,176,476,227,24
689,170,788,238,18
675,170,746,221,23
546,172,717,336,8
645,129,829,196,41
195,181,312,237,22
361,180,418,212,37
653,178,691,207,38
435,164,544,207,34
431,178,537,212,32
375,179,511,226,24
358,180,497,231,22
324,180,471,239,20
190,182,386,262,14
110,185,376,276,12
0,195,234,354,7
808,173,1241,374,4
636,163,675,198,54
363,182,518,301,11
875,219,1241,374,3
721,186,904,327,9
670,189,777,274,15
449,187,535,261,17
479,186,547,238,22
654,184,726,240,22
636,186,691,230,27
524,185,563,217,37
547,177,580,210,43
560,179,591,208,49
625,177,659,201,48
414,184,484,224,30
455,175,513,217,35
667,174,702,205,39
1028,159,1141,195,29
1137,143,1200,294,9
0,149,109,369,4
611,160,642,190,76
0,158,109,246,24
164,178,254,226,34
73,186,231,246,21
0,112,100,248,21
46,122,240,232,31
363,160,416,200,62
540,186,568,214,45
489,157,573,250,17
971,96,1241,259,13
159,186,316,260,17
0,165,200,264,17
404,171,470,217,24
572,161,611,198,35
619,147,663,193,46
805,162,936,230,19
892,171,1049,229,19
563,131,607,196,43
0,212,117,262,16
577,168,893,359,7
839,167,1067,299,10
667,175,779,257,16
349,182,478,232,23
396,179,476,215,32
604,180,632,200,54
762,159,989,312,9
235,183,390,241,20
307,183,428,228,25
1210,134,1241,261,9
1031,148,1107,240,13
987,161,1016,227,18
885,162,921,185,50
570,172,655,250,16
0,194,148,312,9
0,184,343,375,7
388,184,478,241,19
460,178,521,219,27
485,134,556,207,40
544,152,573,192,76
165,181,273,230,23
381,171,430,204,43
663,180,684,194,76
896,144,972,290,9
206,185,402,281,13
414,164,471,257,14
462,174,525,209,32
648,167,689,201,34
598,178,622,201,51
853,185,1241,374,4
534,181,571,211,37
712,182,830,268,14
678,175,767,245,19
650,178,696,214,32
413,182,471,204,52
333,183,399,206,52
749,161,770,220,22
551,178,576,197,58
947,167,1027,321,7
0,194,114,373,6
419,177,457,274,13
525,180,542,236,21
578,179,596,223,28
634,178,648,222,29
707,105,881,284,13
636,175,663,198,47
684,182,764,240,19
829,185,1238,374,7
701,175,737,200,43
751,176,819,214,29
605,180,687,238,21
528,180,594,238,22
288,171,534,302,12
133,202,275,269,17
901,157,1117,373,4
545,159,586,262,13
887,171,961,373,5
721,169,781,319,8
854,158,901,297,9
740,163,816,279,11
798,161,870,268,12
785,168,857,300,9
532,174,599,226,23
238,197,464,351,9
0,204,282,374,8
942,191,1195,374,6
1070,196,1241,374,4
485,188,548,243,23
533,190,570,224,35
547,175,579,211,52
655,184,766,228,28
646,186,744,220,34
629,183,701,213,42
568,179,590,202,72
411,173,527,273,16
259,139,296,261,11
1049,121,1223,369,2
799,138,883,330,7
723,147,788,336,7
917,138,1007,342,6
1025,147,1101,343,6
503,143,568,324,7
556,158,600,303,8
590,140,638,300,8
634,163,678,294,8
498,141,534,240,13
599,139,648,238,13
661,141,706,235,13
0,0,267,369,3
538,161,584,194,36
467,165,503,194,36
456,165,484,186,50
592,176,628,200,45
706,137,801,232,21
598,160,639,180,40
603,139,635,177,47
363,189,491,266,16
186,196,351,280,14
634,176,672,209,36
454,186,519,232,24
736,164,861,202,29
730,156,836,200,32
955,141,1068,181,38
470,173,500,240,17
292,125,384,219,28
379,118,552,213,30
534,117,623,204,32
600,111,857,196,34
992,235,1212,373,3
1105,228,1237,373,3
892,231,1051,373,4
994,213,1120,373,5
0,205,173,374,4
933,106,1137,374,5
535,177,556,193,67
746,192,1016,356,9
645,167,711,231,26
600,176,629,204,44
641,162,686,193,73
316,164,371,212,45
356,184,406,212,40
575,183,637,243,21
396,187,443,211,42
469,183,494,200,63
632,178,672,195,65
0,114,400,374,5
811,134,1241,374,4
400,183,525,278,13
466,167,549,244,19
502,169,576,224,24
0,202,257,374,5
1072,111,1241,225,12
1228,131,1241,187,21
209,188,436,317,11
733,170,819,224,22
453,182,528,235,23
504,184,552,222,29
517,184,560,216,34
645,178,689,214,34
725,170,849,213,26
687,176,740,205,42
649,170,694,183,76
537,174,575,186,75
439,194,517,270,18
476,194,535,245,25
589,174,624,207,37
528,151,565,194,69
719,164,796,196,70
407,183,456,224,33
343,173,400,216,52
130,200,273,280,16
18,210,175,281,18
157,196,238,220,47
871,170,913,193,47
629,96,799,221,18
399,155,472,214,20
444,155,493,190,29
503,147,534,165,66
883,56,1241,238,14
952,115,1241,374,2
0,89,504,374,6
786,163,818,232,17
487,174,515,236,20
509,172,528,220,27
0,197,248,374,7
678,178,756,241,19
655,171,718,226,24
609,167,619,194,51
615,168,624,195,51
542,171,564,194,61
448,171,541,246,18
570,173,596,250,17
715,190,860,299,10
642,178,673,204,43
26,168,342,270,12
164,168,258,215,36
251,177,295,208,42
373,182,419,203,53
325,174,376,200,56
696,191,800,264,15
15,194,392,375,7
403,184,503,256,17
218,188,347,255,17
467,185,530,230,26
358,187,428,227,27
418,185,465,214,36
526,186,555,208,48
474,178,508,203,56
589,183,613,206,52
623,184,639,201,66
997,192,1241,374,1
772,178,1071,371,7
23,200,354,374,8
294,187,444,294,13
691,183,798,262,16
403,181,495,252,19
672,181,752,234,22
648,148,722,224,30
625,186,652,207,51
518,191,546,211,54
605,184,637,206,58
583,187,607,203,70
135,184,423,277,12
282,183,479,245,17
907,166,1241,324,7
987,168,1241,374,5
472,168,493,218,27
0,191,77,253,18
199,190,280,225,31
388,183,429,203,55
424,177,501,222,24
0,203,223,300,11
496,180,547,200,55
415,186,516,248,19
480,183,537,228,26
518,179,559,207,38
0,9,372,374,1
463,170,492,238,19
694,174,805,261,14
617,165,629,195,46
621,166,633,196,46
532,169,556,193,56
471,176,514,209,34
131,193,373,318,11
314,184,435,261,16
757,174,829,202,43
635,136,694,207,41
107,182,202,222,31
184,183,266,214,36
263,181,324,207,44
343,179,382,199,54
395,178,425,196,65
140,191,426,366,7
509,171,587,242,17
502,169,564,220,24
89,127,344,276,14
462,174,503,202,37
1223,193,1241,374,0
0,205,329,374,4
167,215,432,352,9
730,184,973,330,9
830,171,1038,234,18
443,180,518,232,22
668,178,735,231,22
468,162,530,221,27
651,178,710,221,26
298,153,449,209,35
595,165,619,191,58
724,152,822,191,52
225,194,410,255,20
484,182,532,202,55
850,163,892,270,11
696,182,826,273,14
668,180,742,244,19
172,200,325,276,15
282,189,387,249,21
372,186,441,227,28
631,176,651,196,62
827,156,911,339,7
11,168,88,350,7
662,167,689,243,16
833,157,916,273,11
1088,140,1177,294,8
1009,150,1058,271,10
435,174,468,248,16
416,202,456,252,15
402,172,434,249,16
1153,141,1231,288,9
418,159,499,227,24
462,163,515,216,31
798,169,1060,250,14
561,184,587,208,49
468,187,501,210,47
400,191,441,230,34
607,174,647,215,29
391,187,506,256,17
467,180,530,228,24
511,178,554,207,36
0,206,324,374,6
926,141,1241,374,5
273,182,480,250,16
362,181,516,230,22
823,170,1060,271,12
852,170,1231,296,9
516,168,535,213,30
516,178,563,213,33
709,170,835,263,14
420,197,497,224,42
0,169,326,300,10
86,177,384,274,12
274,173,464,239,18
392,175,516,216,27
377,145,526,217,30
656,180,714,222,26
936,150,1000,287,8
0,150,355,373,3
610,162,649,195,34
789,153,812,223,17
674,133,734,203,29
525,169,574,207,30
609,165,640,193,42
398,172,477,222,23
581,164,605,186,52
878,174,1241,374,3
0,211,211,374,4
146,173,391,328,9
719,171,875,278,12
340,174,467,265,15
684,172,786,237,18
653,131,740,219,26
646,171,690,206,33
626,174,655,197,47
604,171,639,195,54
581,175,607,192,66
0,201,155,342,7
0,185,218,306,10
637,163,742,208,26
691,166,894,241,15
114,171,324,253,16
220,177,384,232,21
294,171,416,215,26
440,166,473,185,64
0,184,361,374,5
755,188,1191,374,6
376,178,498,260,15
682,187,791,261,15
654,182,711,226,25
481,179,536,221,26
577,172,652,240,18
0,192,145,323,9
0,181,374,375,6
217,185,346,246,19
379,179,483,248,18
463,181,516,217,29
499,179,541,208,37
510,143,562,199,51
212,184,316,229,26
420,173,457,200,52
456,191,535,245,21
596,181,618,204,62
0,210,205,374,6
815,176,1241,374,6
365,180,457,240,21
705,172,828,256,14
683,171,767,230,20
423,180,483,223,26
732,155,746,205,28
747,155,761,206,28
559,179,629,246,18
582,172,636,229,24
1130,204,1241,374,1
688,175,774,245,18
659,180,724,230,24
645,178,688,218,29
339,184,391,206,53
239,142,303,171,39
184,139,254,170,39
83,144,185,186,26
716,184,907,300,11
502,177,511,200,59
3,189,446,373,6
421,178,521,251,15
580,170,636,221,24
534,169,578,207,31
495,173,531,194,47
384,183,468,246,18
724,164,745,222,21
503,176,582,203,41
343,182,434,222,28
0,185,39,253,16
363,154,468,205,52
0,201,303,369,3
991,147,1029,217,18
640,164,773,210,24
449,171,476,192,48
324,174,375,203,42
449,180,524,238,21
195,174,262,211,39
540,155,576,200,58
585,176,624,215,32
552,130,617,209,38
0,193,36,231,27
19,191,118,225,32
108,186,174,218,38
161,188,214,213,43
205,186,258,211,49
249,183,291,203,56
190,172,431,317,9
668,181,709,226,27
640,186,666,207,53
507,179,576,227,23
585,174,618,202,39
810,167,822,202,35
583,175,640,230,23
781,161,823,229,20
385,96,543,239,26
843,192,1223,369,6
769,179,959,291,12
292,170,381,218,29
516,178,547,196,60
699,177,751,226,24
693,180,742,220,29
684,180,719,212,34
669,180,692,201,51
782,142,855,326,7
1078,142,1165,315,7
666,178,716,215,29
651,147,693,190,64
760,176,833,216,28
801,175,867,202,40
830,156,910,295,9
197,185,367,247,18
375,172,478,216,33
471,177,526,200,51
773,170,791,204,35
756,173,773,202,40
828,178,1208,374,7
444,161,548,258,16
833,182,920,353,7
0,209,372,374,4
714,183,803,240,19
757,181,896,273,13
558,173,590,204,37
494,178,563,233,21
707,179,768,226,25
691,178,738,214,31
679,176,720,208,36
894,155,976,322,7
777,148,1102,263,12
1097,147,1239,188,28
387,183,468,242,21
484,178,555,232,24
780,149,906,196,30
922,151,985,185,40
1030,140,1103,180,40
960,153,1029,184,40
426,183,495,228,27
642,174,684,203,39
592,179,621,202,51
570,179,598,201,43
483,181,519,206,41
151,177,420,340,9
583,165,603,193,61
419,174,450,196,57
650,147,715,185,74
0,197,215,305,12
174,191,317,260,18
412,180,466,213,37
863,154,888,198,30
92,197,440,374,7
547,161,575,189,52
288,168,462,274,14
443,183,538,238,21
573,180,614,209,37
685,171,710,232,22
822,178,1241,374,5
0,214,212,374,7
247,177,399,270,15
527,179,565,205,42
356,180,448,238,22
441,183,494,217,33
634,174,658,196,54
697,167,772,190,47
856,152,929,179,57
0,105,265,374,4
785,177,976,314,9
0,113,162,284,12
786,151,908,250,15
589,161,632,206,34
818,131,1005,201,29
434,175,487,209,34
363,162,427,208,34
715,167,773,201,35
652,148,682,182,63
614,137,643,183,60
560,179,617,225,23
90,174,370,294,11
352,178,478,228,22
393,179,497,220,25
515,179,564,210,31
659,135,773,239,19
301,158,397,219,27
580,174,619,210,32
161,174,197,210,30
350,170,409,345,7
254,171,308,313,9
479,160,568,297,10
361,176,422,316,8
434,160,466,268,12
371,176,483,255,16
554,167,571,214,28
0,198,163,325,10
438,181,499,220,26
101,191,281,274,15
251,188,353,239,21
319,183,407,223,28
659,172,689,197,42
1095,184,1223,236,24
1032,183,1157,232,23
952,181,1068,234,24
602,172,636,202,36
816,153,882,315,8
265,157,318,237,17
313,157,363,234,17
354,157,382,239,17
405,157,460,261,13
457,160,498,252,14
278,159,311,255,14
324,158,350,251,14
355,164,390,247,15
296,158,325,240,16
225,160,243,210,27
200,150,273,205,31
257,163,328,203,33
322,163,403,197,35
506,155,578,195,40
544,163,599,189,43
620,166,682,188,50
680,167,731,187,52
743,155,803,184,57
770,163,822,182,59
793,163,838,181,61
536,199,576,236,33
668,201,690,226,51
555,183,611,229,23
271,176,449,250,17
402,178,502,217,28
430,181,515,214,31
528,181,567,206,37
85,209,246,325,8
0,204,102,320,8
852,203,1241,374,4
644,149,726,225,25
578,179,617,214,32
591,162,620,193,73
401,185,440,204,56
557,178,643,248,18
0,200,204,364,8
0,164,147,276,14
177,191,330,274,14
462,180,514,229,25
186,185,287,233,23
370,183,417,215,34
252,170,325,217,32
396,183,432,208,43
422,168,451,201,59
470,162,504,202,50
735,163,999,327,8
541,159,614,189,38
33,160,274,374,4
723,158,793,188,37
786,159,838,184,40
823,156,885,185,43
632,175,656,195,52
671,180,737,229,22
776,182,1023,326,9
869,11,1241,307,12
285,141,380,304,8
566,181,593,203,44
477,184,514,211,40
193,178,432,326,9
581,168,601,196,61
395,177,431,202,50
515,133,582,214,36
102,187,176,217,42
693,173,714,190,59
732,164,754,186,73
598,176,659,209,31
0,151,192,274,15
392,126,537,218,40
307,183,548,300,11
574,159,635,188,93
1112,161,1228,251,14
742,181,775,206,46
545,180,557,211,38
655,180,688,206,48
1053,133,1180,322,8
813,186,1085,336,9
228,182,454,321,10
396,187,508,268,15
738,182,863,263,16
473,176,546,237,23
721,177,779,231,23
651,178,707,207,40
793,144,841,182,73
136,186,270,244,22
296,182,351,209,48
407,180,440,200,61
660,167,688,192,62
746,174,800,199,45
928,160,1241,374,2
225,174,437,249,16
311,159,443,229,21
394,174,500,215,26
418,171,517,212,28
472,161,541,193,48
578,168,584,184,71
650,174,694,208,31
625,170,646,186,65
793,174,1061,271,12
31,177,255,255,15
205,154,288,347,7
210,152,370,373,5
782,160,813,235,17
813,159,828,213,23
515,166,562,209,38
489,173,542,212,29
714,157,754,194,33
653,164,689,200,37
571,163,601,191,44
340,175,379,217,29
453,166,476,203,35
932,147,1015,173,45
770,161,854,373,6
860,149,967,373,6
198,165,274,368,6
643,164,672,255,14
722,165,753,243,16
1111,150,1191,267,11
1114,143,1190,252,12
904,156,942,241,15
548,174,562,221,26
506,167,568,206,40
665,180,736,234,22
0,207,356,374,6
867,165,1125,239,15
376,206,439,239,22
407,184,474,232,26
255,195,388,271,15
774,163,916,213,24
467,183,511,214,38
1066,150,1197,193,31
1021,153,1144,188,34
1166,131,1241,194,24
656,177,695,208,34
750,189,936,306,10
748,177,802,211,31
837,179,970,242,18
424,178,498,206,39
745,161,934,292,10
592,174,615,196,56
623,160,654,190,76
321,167,367,208,50
330,184,384,214,41
369,175,407,201,61
567,189,604,220,32
521,186,553,210,44
578,171,602,202,56
871,204,1241,374,3
706,171,842,279,12
47,177,367,287,11
174,174,406,264,13
217,160,396,253,16
268,181,418,239,18
346,178,478,228,21
378,177,499,226,23
391,170,488,218,26
392,172,511,216,28
454,162,532,198,43
574,172,581,190,64
659,180,711,221,26
627,174,650,192,60
647,179,683,207,39
441,165,544,207,36
371,183,500,230,24
344,181,478,235,21
0,194,294,323,9
758,171,1218,374,6
631,165,669,198,56
395,175,484,261,14
641,178,689,216,33
606,176,662,228,23
556,177,593,202,44
521,179,557,201,47
668,174,696,192,59
726,161,788,210,33
799,175,865,202,41
592,173,641,220,26
340,186,428,235,22
760,168,963,267,12
692,173,803,222,23
691,167,786,213,27
655,162,743,204,34
649,172,718,199,41
384,174,438,206,40
530,159,562,188,75
418,175,460,202,46
487,175,513,191,69
363,175,397,199,47
115,178,156,204,42
775,173,1112,370,7
0,203,288,343,9
301,179,425,258,17
537,178,572,202,45
384,179,464,231,24
455,182,504,214,35
636,174,660,194,57
697,168,768,190,49
850,153,920,179,59
385,151,529,267,13
708,164,847,278,13
501,176,568,229,22
525,163,579,214,28
543,166,599,205,33
603,168,652,194,45
0,174,334,301,9
480,173,557,228,21
530,172,573,206,32
603,169,640,203,34
439,161,504,210,30
566,166,596,192,45
902,189,1241,374,3
794,188,829,260,15
444,192,530,263,17
670,179,761,254,17
660,188,723,238,22
647,177,705,227,27
638,176,677,213,41
582,180,614,208,40
1005,189,1241,338,9
701,177,853,230,21
696,177,829,223,24
674,179,778,215,32
0,131,296,374,8
300,185,356,235,26
493,182,552,231,24
